Year,Month,Season,District,Urban_Rural,Sector,Consumption_MU,Population,Avg_Temp,Industrial_Index,Transmission_Loss_Percent,Production_Cost_Rs,Generation_Thermal,Generation_Hydro,Generation_Renewable
2005,3,Summer,Rajnandgaon,Urban,Agricultural,55.48,391,38.9,13.8,14.6,2.68,0.842,0.103,0.055
2005,3,Summer,Rajnandgaon,Rural,Residential,389.39,391,38.9,13.8,14.6,2.68,0.842,0.103,0.055
2005,3,Summer,Rajnandgaon,Rural,Commercial,93.3,391,38.9,13.8,14.6,2.68,0.842,0.103,0.055
2005,3,Summer,Rajnandgaon,Rural,Industrial,470.57,391,38.9,13.8,14.6,2.68,0.842,0.103,0.055
2005,3,Summer,Rajnandgaon,Rural,Agricultural,192.16,391,38.9,13.8,14.6,2.68,0.842,0.103,0.055
2005,4,Summer,Raipur,Urban,Residential,311.43,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Urban,Commercial,487.26,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Urban,Industrial,4273.47,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Urban,Agricultural,40.12,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Rural,Residential,241.22,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Rural,Commercial,241.26,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Rural,Industrial,1084.73,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Raipur,Rural,Agricultural,209.23,1289,37.5,17.1,12.0,2.67,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Urban,Residential,472.74,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Urban,Commercial,1095.38,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Urban,Industrial,3990.55,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Urban,Agricultural,98.06,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Rural,Residential,322.25,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Rural,Commercial,93.98,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Rural,Industrial,2355.15,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Bilaspur,Rural,Agricultural,275.88,805,39.8,14.5,13.9,2.61,0.848,0.093,0.059
2005,4,Summer,Durg,Urban,Residential,635.08,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Urban,Commercial,854.8,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Urban,Industrial,1822.38,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Urban,Agricultural,106.69,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Rural,Residential,120.29,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Rural,Commercial,232.18,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Rural,Industrial,2104.01,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Durg,Rural,Agricultural,326.41,683,39.6,16.1,12.7,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Urban,Residential,318.78,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Urban,Commercial,941.69,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Urban,Industrial,18471.2,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Urban,Agricultural,108.15,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Rural,Residential,384.22,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Rural,Commercial,263.16,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Rural,Industrial,5425.13,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Korba,Rural,Agricultural,136.13,611,36.3,47.2,15.1,2.66,0.848,0.093,0.059
2005,4,Summer,Raigarh,Urban,Residential,289.56,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Urban,Commercial,229.55,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Urban,Industrial,18622.59,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Urban,Agricultural,53.45,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Rural,Residential,189.85,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Rural,Commercial,398.76,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Rural,Industrial,1165.35,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Raigarh,Rural,Agricultural,189.73,551,36.4,37.1,14.2,2.59,0.848,0.093,0.059
2005,4,Summer,Surguja,Urban,Residential,490.42,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Urban,Commercial,871.44,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Urban,Industrial,704.53,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Urban,Agricultural,58.47,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Rural,Residential,302.14,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Rural,Commercial,268.87,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Rural,Industrial,2289.49,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Surguja,Rural,Agricultural,256.67,515,36.1,12.9,16.4,2.67,0.848,0.093,0.059
2005,4,Summer,Bastar,Urban,Residential,464.94,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Urban,Commercial,588.05,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Urban,Industrial,2580.48,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Urban,Agricultural,84.51,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Rural,Residential,372.42,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Rural,Commercial,430.23,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Rural,Industrial,433.7,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Bastar,Rural,Agricultural,223.52,470,39.4,10.7,16.9,2.6,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Urban,Residential,572.56,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Urban,Commercial,1081.45,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Urban,Industrial,4994.44,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Urban,Agricultural,38.77,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Rural,Residential,168.41,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Rural,Commercial,435.64,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Rural,Industrial,492.99,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,4,Summer,Rajnandgaon,Rural,Agricultural,106.04,403,39.2,13.7,14.4,2.62,0.848,0.093,0.059
2005,5,Summer,Raipur,Urban,Residential,400.47,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Urban,Commercial,822.79,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Urban,Industrial,10122.02,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Urban,Agricultural,68.96,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Rural,Residential,302.82,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Rural,Commercial,447.67,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Rural,Industrial,1325.94,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Raipur,Rural,Agricultural,220.99,1283,37.2,17.2,12.0,2.63,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Urban,Residential,670.28,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Urban,Commercial,731.57,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Urban,Industrial,958.73,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Urban,Agricultural,40.86,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Rural,Residential,244.56,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Rural,Commercial,254.11,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Rural,Industrial,1094.93,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Bilaspur,Rural,Agricultural,230.01,799,37.8,15.5,12.4,2.58,0.834,0.108,0.058
2005,5,Summer,Durg,Urban,Residential,483.07,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Urban,Commercial,435.42,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Urban,Industrial,7978.91,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Urban,Agricultural,75.01,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Rural,Residential,88.67,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Rural,Commercial,375.65,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Rural,Industrial,2438.67,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Durg,Rural,Agricultural,90.69,728,39.5,16.0,13.2,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Urban,Residential,267.87,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Urban,Commercial,509.11,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Urban,Industrial,18491.87,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Urban,Agricultural,90.41,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Rural,Residential,229.73,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Rural,Commercial,292.1,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Rural,Industrial,1994.46,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Korba,Rural,Agricultural,267.31,613,35.6,45.2,14.6,2.62,0.834,0.108,0.058
2005,5,Summer,Raigarh,Urban,Residential,290.2,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Urban,Commercial,483.56,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Urban,Industrial,20274.63,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Urban,Agricultural,58.97,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Rural,Residential,242.16,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Rural,Commercial,176.03,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Rural,Industrial,5971.88,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Raigarh,Rural,Agricultural,288.17,578,38.8,42.5,15.1,2.61,0.834,0.108,0.058
2005,5,Summer,Surguja,Urban,Residential,560.6,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Urban,Commercial,738.1,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Urban,Industrial,4845.5,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Urban,Agricultural,85.64,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Rural,Residential,341.5,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Rural,Commercial,118.7,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Rural,Industrial,719.82,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Surguja,Rural,Agricultural,238.06,526,38.6,13.6,16.1,2.58,0.834,0.108,0.058
2005,5,Summer,Bastar,Urban,Residential,431.63,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Urban,Commercial,310.81,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Urban,Industrial,5518.12,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Urban,Agricultural,34.2,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Rural,Residential,202.57,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Rural,Commercial,277.01,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Rural,Industrial,681.52,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Bastar,Rural,Agricultural,319.19,455,39.3,11.0,16.9,2.64,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Urban,Residential,379.86,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Urban,Commercial,374.56,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Urban,Industrial,2719.4,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Urban,Agricultural,55.43,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Rural,Residential,195.29,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Rural,Commercial,287.34,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Rural,Industrial,1961.17,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,5,Summer,Rajnandgaon,Rural,Agricultural,148.23,391,38.7,12.6,14.9,2.6,0.834,0.108,0.058
2005,6,Summer,Raipur,Urban,Residential,292.7,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Urban,Commercial,476.39,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Urban,Industrial,6816.63,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Urban,Agricultural,93.97,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Rural,Residential,92.11,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Rural,Commercial,438.53,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Rural,Industrial,631.84,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Raipur,Rural,Agricultural,98.68,1263,39.0,17.6,12.0,2.63,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Urban,Residential,299.59,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Urban,Commercial,551.62,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Urban,Industrial,5359.97,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Urban,Agricultural,75.34,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Rural,Residential,206.87,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Rural,Commercial,321.85,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Rural,Industrial,2302.35,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Bilaspur,Rural,Agricultural,54.62,848,35.8,16.5,12.6,2.62,0.845,0.098,0.057
2005,6,Summer,Durg,Urban,Residential,488.95,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Urban,Commercial,961.6,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Urban,Industrial,5293.11,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Urban,Agricultural,31.92,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Rural,Residential,142.0,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Rural,Commercial,72.65,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Rural,Industrial,614.65,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Durg,Rural,Agricultural,124.12,705,35.8,19.0,14.0,2.66,0.845,0.098,0.057
2005,6,Summer,Korba,Urban,Residential,318.56,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Urban,Commercial,448.47,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Urban,Industrial,1976.45,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Urban,Agricultural,95.63,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Rural,Residential,276.49,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Rural,Commercial,122.81,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Rural,Industrial,3251.38,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Korba,Rural,Agricultural,54.49,621,37.3,43.9,14.2,2.6,0.845,0.098,0.057
2005,6,Summer,Raigarh,Urban,Residential,319.9,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Urban,Commercial,460.72,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Urban,Industrial,7018.21,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Urban,Agricultural,80.14,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Rural,Residential,256.62,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Rural,Commercial,293.56,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Rural,Industrial,2792.69,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Raigarh,Rural,Agricultural,121.28,547,36.9,44.7,13.4,2.58,0.845,0.098,0.057
2005,6,Summer,Surguja,Urban,Residential,416.4,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Urban,Commercial,209.39,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Urban,Industrial,2813.39,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Urban,Agricultural,59.49,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Rural,Residential,167.21,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Rural,Commercial,335.29,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Rural,Industrial,1689.93,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Surguja,Rural,Agricultural,95.98,504,37.7,13.5,15.8,2.62,0.845,0.098,0.057
2005,6,Summer,Bastar,Urban,Residential,227.01,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Urban,Commercial,837.18,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Urban,Industrial,3021.58,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Urban,Agricultural,102.69,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Rural,Residential,297.28,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Rural,Commercial,95.61,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Rural,Industrial,1588.99,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Bastar,Rural,Agricultural,142.69,454,39.7,11.1,17.5,2.57,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Urban,Residential,445.81,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Urban,Commercial,1008.12,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Urban,Industrial,2770.77,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Urban,Agricultural,54.92,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Rural,Residential,165.85,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Rural,Commercial,460.76,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Rural,Industrial,1549.12,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,6,Summer,Rajnandgaon,Rural,Agricultural,96.41,398,36.3,13.0,14.6,2.61,0.845,0.098,0.057
2005,7,Monsoon,Raipur,Urban,Residential,409.92,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Urban,Commercial,169.5,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Urban,Industrial,3347.41,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Urban,Agricultural,118.76,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Rural,Residential,60.47,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Rural,Commercial,404.5,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Rural,Industrial,2925.83,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Raipur,Rural,Agricultural,107.66,1284,28.4,17.8,12.2,2.67,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Urban,Residential,204.67,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Urban,Commercial,732.09,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Urban,Industrial,706.5,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Urban,Agricultural,142.11,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Rural,Residential,61.71,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Rural,Commercial,257.78,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Rural,Industrial,1770.89,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Bilaspur,Rural,Agricultural,421.41,823,29.2,16.6,12.6,2.64,0.844,0.1,0.056
2005,7,Monsoon,Durg,Urban,Residential,393.33,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Urban,Commercial,458.19,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Urban,Industrial,7157.79,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Urban,Agricultural,77.26,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Rural,Residential,114.05,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Rural,Commercial,270.19,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Rural,Industrial,700.86,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Durg,Rural,Agricultural,403.23,722,28.5,16.2,12.3,2.58,0.844,0.1,0.056
2005,7,Monsoon,Korba,Urban,Residential,119.87,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Urban,Commercial,762.95,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Urban,Industrial,5416.14,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Urban,Agricultural,49.7,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Rural,Residential,64.35,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Rural,Commercial,138.08,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Rural,Industrial,3291.2,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Korba,Rural,Agricultural,377.27,619,30.4,44.1,14.1,2.66,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Urban,Residential,103.58,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Urban,Commercial,307.97,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Urban,Industrial,4113.92,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Urban,Agricultural,132.37,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Rural,Residential,73.04,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Rural,Commercial,90.22,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Rural,Industrial,4844.32,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Raigarh,Rural,Agricultural,242.44,587,29.9,44.4,14.3,2.6,0.844,0.1,0.056
2005,7,Monsoon,Surguja,Urban,Residential,119.02,523,31.3,11.5,16.0,2.64,0.844,0.1,0.056
